author_name;book_id;role_name
Платонов А.;747535;автор
Цунэтомо Я.;1167700;автор
Башмаков М.;816070;автор
Побережник Н.;876357;автор
Чубарова Н.;1089812;автор
Кладникова С.;357833;автор
Гусев И.;939402;автор
Макеева О.;1064119;автор
Успенский Э.;1222431;автор
Энтин Ю.;1065338;автор
Измайлов Л.;924477;автор
Самаров С.;1004768;автор
Куприн А.;469370;автор
Слижен С.;934932;автор
Орлова А.;1087062;автор
Наумова Л.;779693;автор
Зеппа А.;1083238;автор
Баранов П.;1065612;автор
Фейнман Р.;1182933;автор
Терентьева О.;958109;автор
Цвейг С.;1095065;автор
Волченко Ю.;848144;ред
Пирсон М.;1051303;автор
Смилевска Н.;880702;ред
Стивенсон С.;1163982;автор
Куликова Г.;809135;автор
Пушкин А.;828007;автор
Левина Л.;1035585;автор
Блохина И.;878664;автор
Нолль И.;249456;автор
Левина И.;770555;автор
Курдюмов Н.;1231773;автор
Маяковский В.;901456;автор
Зощенко М.;814331;автор
Фрай М.;861223;автор
Ситель А.;907115;автор
Смехов В.;1221988;автор
Усанов В.;1212011;ред
Сэлисбери М.;994589;автор
Уэллс Г.;1016617;автор
Дик Ф.;1070125;автор
Митченко А.;894961;ред
Колфер Й.;292737;автор
Матюхин А.;1081925;автор
Шахова А.;813288;ред
Ахмадулина Б.;977791;автор
Александрова Н.;1255463;автор
Котятова Н.;961570;отв-ред
Цыферов Г.;257435;автор
Симакова Е.;1206140;автор
Павлищева Н.;982703;автор
Гончаров И.;1224783;автор
Бенгтсдоттер Л.;1253668;автор
Зверев С.;1051536;автор
Шолохов М.;835144;автор
Глушаков С.;432025;автор
Знаменская А.;1159768;автор
Полякова Т.;261809;автор
Носовский Г.;310094;автор
Лазарь Е.;784442;автор
Март М.;335372;автор
Шарма Р.;743945;автор
ДиТерлицци Т.;1178466;автор
Фоллетт К.;1012830;автор
Козлов С.;1194909;автор
Братья Гримм.;732055;автор
Веллер М.;790010;автор
Долматова Т.;1034901;ред
Доронина Е.;871973;пер
Тихонова К.;387364;автор
Самаров С.;1083195;автор
Туллекен К.;1174065;автор
Жилинская А.;712881;ред
Улицкая ЛЕ.;1071068;автор
Меркурьева Е.;1193489;ред
Грин А.;843585;автор
Литвинова А.;821954;автор
Нитобэ И.;813837;автор
Тамоников А.;1093921;автор
Босс Д.;814861;автор
Рей Ю.;1250721;автор
Харгрейв КМ.;967889;автор
Агишева Т.;261871;автор
Климова О.;894804;ред-сост
Хейли А.;862810;автор
Уэбер Б.;436833;автор
Стил Д.;1034969;автор
Зайончковский О.;900506;автор
Белый А.;434688;автор
Варламов А.;296726;автор
Радзинский Э.;1165793;автор
Толстой Л.;1232904;автор
Бердетт Дж.;254943;автор
Данилова Е.;712804;автор
Мэнн С.;1239090;автор
Моруа А.;1224290;автор
Уэллс Р.;985812;автор
Кузьминых Ю.;976455;ред
Хворостухина С.;384422;автор
Жилинская А.;833121;ред
Тополь Э.;891168;автор
Руднева А.;1255680;автор
Камю А.;1231277;автор
Любимка Н.;1081527;автор
Тодд А.;1225611;автор
Оуэн Л.;1235748;автор
Родионова Е.;336982;сост
Котовская И.;789619;сост
Дмитриева В.;948889;автор
Дубровская В.;1193322;автор
Шишко Л.;767925;автор
Гарсиа Маркес Г.;255832;автор
Ивакин Т.;1250361;автор
Полторанин М.;1223669;автор
Нарушевич Р.;893584;автор
Высоцкий В.;361185;автор
Муравьев К.;989149;автор
Дмитриева В.;1091042;сост
Шахова А.;861848;ред
Шмидт Т.;1222175;автор
Некрасов А.;372198;автор
Фет А.;980158;автор
Тургенев И.;829091;автор
Реми Э.;1224450;автор
Орчи Э.;833751;автор
Браун С.;744152;автор
Ларина А.;794084;автор
Макеев А.;1239628;автор
Соболева Л.;841562;автор
Полбенникова А.;752057;ред
Левитина Н.;835591;автор
Здорнова Е.;1053603;автор
Ермакович Д.;882384;автор
Молоховец Е.;292583;автор
Брэдбери Р.;349440;автор
Ричардс Г.;1015405;автор
Клармон М.;896814;автор
Шацкая Е.;311426;автор
Кристи А.;1219252;автор
Корнуэлл Б.;294310;автор
Габбасов А.;438828;автор
Дюма А.;989028;автор
Черненко Г.;998627;автор
Горькавый Н.;878360;автор
Бэгшоу Т.;989894;автор
Кумар Н.;859462;автор
Чи Т.;1008021;автор
Бернетт Ф.;833185;автор
Сурядный А.;337224;автор
Мерников А.;854833;автор
Саломатина Е.;961514;ред
Пелевин В.;266549;автор
Узорова О.;1053845;автор
Нефедова Е.;822277;автор
Сафон К.;1202081;автор
Абдуллаев Ч.;762742;автор
Нефедова Е.;1075780;автор
Литвинов С.;444327;автор
Мерфи Дж.;1014618;автор
Тьюринг А.;1029531;автор
Братушева А.;369795;ред
Глизбург В.;1196383;автор
Гейман Н.;911017;автор
Гавальда А.;820812;автор
Пастернак Б.;987570;автор
Леонов Н.;1096139;автор
Анищук Н.;1034944;ред
Драгунский В.;348985;автор
Рубина Д.;745532;автор
Касьянов Е.;1227638;автор
Пришвин М.;1081841;автор
Соколова И.;1206654;автор
Есенин С.;1030398;автор
Михалков С.;1081846;автор
Горбунова И.;891158;худ
Константинов А.;387749;автор
Куприн А.;1068883;автор
Вагнер Ю.;1172045;автор
Толкин Дж.;1013637;автор
Жилинская А.;821952;ред
Тапскотт Д.;1016029;автор
Панков О.;328769;автор
Сорокина Т.;353181;автор
Зубов Н.;1253825;автор
Герман С.;389836;автор
Тамоников А.;944278;автор
Литвинов С.;381243;автор
Першанин В.;1077272;автор
Камарата С.;901170;автор
Гулевич А.;1197213;автор
Коэльо П.;1093542;автор
Дмитриева В.;1034294;автор
Круглик А.;1055312;автор
Семашкина М.;993950;ред
Остер Г.;859857;автор
Дойч Д.;1078624;автор
Тимофеева А.;1063212;ред
Окошкина Е.;747018;автор
Черниховская Н.;264010;автор
Кизи К.;298930;автор
МаминСибиряк Д.;851405;автор
Мур К.;814552;автор
Савинскина Е.;914362;автор
Яковлева М.;683340;автор
Дмитриева В.;1234357;сост
Поселягин В.;978034;автор
Пратчетт Т.;1163846;автор
Слава Сэ.;1086391;автор
Диккенс Ч.;1252425;автор
Гессе Г.;886229;автор
Оганян В.;1217040;автор
Ткаченко В.;715447;автор
Гарный У.;820250;автор
Куилл П.;1081858;автор
Казаков В.;442858;автор
Арментроут Дж.;1164871;автор
Абдуллаев Ч.;710069;автор
Гафт В.;1213587;автор
Кружкова Г.;767941;сост
Набокова Ю.;1092871;автор
Ткаченко Н.;927055;автор
Буффье Г.;866072;автор
Никольская А.;399661;автор
Сычева Н.;826254;автор
Живой А.;1042377;автор
Маринина А.;1202735;автор
Узорова О.;712692;автор
Раков П.;879319;автор
Прокофьева С.;767692;автор
Уайльд О.;1255720;автор
Адамс С.;1229871;автор
Содерберг А.;843797;автор
Майер Дж.;686315;автор
Зусак М.;1197992;автор
Колвин Л.;345432;автор
Носов Н.;1058947;автор
Элли С.;931505;автор
Жеребцов П.;854232;автор
Стругацкий А.;728833;автор
Братушева А.;269646;ред
Бахарева Н.;936085;автор
Вильмонт Е.;993217;автор
Изнер К.;728231;автор
Манцевич А.;343065;ред
Маклейн Дж.;884812;автор
Догаева Н.;1223361;сост
Милнер Д.;1221746;автор
Носов Н.;1060332;автор
Сидорова Ю.;1256371;автор
Одри У.;883909;автор
Силлов Д.;1160058;автор
Макдональд Р.;256371;автор
Стивенсон Р.;830897;автор
Ольшевская С.;954525;автор
Кертис Н.;1222384;автор
Мифтахова А.;1170491;автор
Шляхов А.;1255464;автор
Третьякова А.;1018127;автор
Дански Р.;1070130;автор
Калинина Д.;1207415;автор
Мартин дж.;816436;автор
Хэссон Д.;1041849;автор
Анциферова А.;775699;автор
Степанова Т.;832987;автор
Успенский Э.;1160060;автор
Васильев Б.;311440;автор
Коэльо П.;790006;автор
Плохий С.;1224015;автор
Нигматулина Г.;938172;автор
Львова С.;359807;автор
Голявкин В.;1075832;автор
Ламыкин О.;789214;автор
Ильченко В.;1008994;автор
Коняев Н.;463723;автор
Устинова Т.;1223624;автор
Тополь Э.;844457;автор
Маловичко А.;816161;автор
Мамардашвили М.;947692;автор
Смит Л.;307135;автор
Василенко В.;611116;автор
Долгопят Е.;1208704;автор
Позина И.;1021436;ред
Волков А.;1212650;автор
Латынина Ю.;1094952;автор
Олдисс Б.;977782;автор
Макнот Дж.;840532;автор
Прюдон С.;1096234;автор
Гомельский А.;914202;автор
Громов А.;723182;автор
Тамоников А.;481088;автор
Вайткене Л.;868530;автор
Касаткина ИЛ.;1191943;автор
Устинова Т.;847084;автор
Гессе Г.;325969;автор
Литвинов С.;745248;автор
Брэдбери Р.;829366;автор
Кулаков А.;1079483;автор
Кондрашова Л.;466653;ред
Бальдони Дж.;733803;автор
Зюрняева Т.;931507;автор
Нестерова Н.;1050481;автор
Свияш А.;782986;автор
Пахомова И.;783637;автор
Мюллер В.;394941;автор
Савикова Н.;775680;автор
Фридман Р.;978346;автор
Жабцев В.;683133;автор
Рубцов В.;308201;автор
Бубновский С.;830560;автор
Коновалов С.;857731;автор
Новикова Е.;1054979;ред
Жилинская А.;453943;ред
Конфуций.;972332;автор
Олкотт Л.;763001;автор
Говард Э.;1248346;автор
Глотова М.;962869;автор
Граттон Л.;1256242;автор
Дациери С.;1198808;автор
Красницкий Е.;1241243;автор
Вайткене Л.;1177266;автор
Липская Н.;376072;автор
Нестерова Д.;338074;автор
Диббен К.;961495;автор
Гейман Н.;1009958;автор
Шерри А.;1174363;автор
Кургузов О.;845499;автор
Нарбут А.;848291;автор
Ридли Э.;347258;автор
Колесов Е.;954789;автор
Хиленко Т.;1016931;автор
Шилова Ю.;869533;автор
Перри Г.;814845;автор
Распе Р.;988982;автор
Пил С.;1241829;автор
Волченко Ю.;445167;ред
Кова Э.;1248426;автор
Эшколи А.;1026630;автор
Маршак С.;1233270;автор
Мазур О.;900877;автор
Желтовская Л.;825007;автор
Лукьяненко С.;242748;автор
Киселева М.;970043;автор
Смит Л.;253616;автор
Дмитриева В.;1010018;автор
Тэплин С.;1017133;автор
Смирнов Д.;998605;автор
Коллинз С.;1166185;автор
Шилова Ю.;772969;автор
Гришаева М.;860811;автор
Пономаренко А.;953714;автор
Волченко Ю.;767726;ред
Третьякова А.;997513;автор
Лем С.;900291;автор
Кови С.;379541;автор
Жукова М.;750872;автор
Пелевин В.;1253044;автор
Данилова А.;1242488;автор
Павлова И.;448262;автор
Роллинс Дж.;1041143;автор
Клюшник Л.;961501;отв-ред
Гнатюк ЮВ.;1071842;автор
Драгунский Д.;947590;автор
Китинг Дж.;1238631;автор
Хилл Н.;1034965;автор
Поспехин И.;402515;пер
Александрова О.;931276;автор
Теснанова Ю.;1067831;ред
Полякова Т.;1220574;автор
Михалкова Е.;928071;автор
Суриков И.;948619;автор
Коннелли М.;1201429;автор
Новикова Е.;1028456;отв-ред
Тихомиров В.;934177;автор
Шоу И.;1023500;автор
Ковалев А.;427920;автор
Леонтьев А.;706476;автор
Мазин А.;789677;автор
Трайнито Э.;244033;автор
Полини К.;746224;автор
Шляхов А.;259275;автор
Есаулов И.;370045;худ
Волынская И.;1210272;автор
Трофимов Е.;1248871;автор
Теккерей У.;998077;автор
Сухачевский В.;866201;автор
Нефедова Е.;1252488;автор
ОМэлли Д.;1215000;автор
Королев Н.;787997;автор
Буллингтон Д.;1053280;автор
Нефедова Е.;721016;автор
Тамоников А.;1006586;автор
Красикова Н.;923556;автор
Матесон Р.;835443;автор
Вайткене Л.;1079509;автор
ГармашРоффе Т.;1220926;автор
Эрнс Э.;949077;автор
ГарсияРоза Л.;287818;автор
Кафка Ф.;790426;автор
Баженова К.;371845;автор
Позина И.;1033044;отв-ред
Тронина Т.;760603;автор
Риордан Р.;907727;автор
Машкова Д.;1090841;автор
Матвеева А.;927062;автор
Кулиев Э.;950663;автор
Олди Г.;1199050;автор
Быкова Н.;307309;автор
ДэнTDM.;1009696;автор
Лэндон Л.;893063;автор
Кун Н.;905178;автор
Попова И.;1006577;автор
Лаоцзы.;1222412;автор
Сканави М.;871773;ред
Холлингтон К.;1258243;автор
Гайдар Е.;728185;автор
Гринин А.;371172;автор
Зощенко М.;1007504;автор
Суворова С.;1211383;автор
Иванова С.;351451;сост
Метерлинк М.;961562;автор
Давыдов С.;1068007;автор
Гослинг Дж.;968086;автор
Крамер О.;1068002;автор
Кунин В.;250733;автор
Носов Н.;1086606;автор
Гутарук Е.;975898;автор
Митрополит Иларион Алфеев.;748076;автор
Толкин Дж.;738167;автор
Дмитриева В.;449899;автор
Наумова С.;1020190;автор
Александрова Н.;942759;автор
Львова С.;371117;автор
Рубина Д.;1223651;автор
Соловей Т.;254199;автор
Перро Ш.;409291;автор
Глаголева О.;333867;сост
Дмитриева В.;710153;сост
Голоданов Н.;1256078;автор
Глуховский Д.;1166516;автор
Вильмонт Е.;916477;автор
Тан Д.;1012186;автор
Манелова Д.;1094556;автор
Чойжинимаева С.;724822;автор
Дубасова А.;458923;автор
Осипов А.;1166481;автор
Емец Д.;848555;автор
Драйзер Т.;744150;автор
Литвинов С.;382626;автор
Вайткене Л.;854338;автор
Вялов С.;1239467;автор
Миклин А.;305371;автор
Фриш М.;1081864;автор
Злотников Р.;341909;автор
Кристи А.;1062771;автор
Рыжкин А.;744634;автор
Грюндманн Э.;735685;автор
Питерсон С.;1000379;автор
Биркенфельд Б.;1020059;автор
Калинина Д.;743272;автор
Джордан С.;300169;автор
Бродский М.;1065207;автор
Кинг С.;1205442;автор
Теснанова Ю.;1044123;отв-ред
Лаврова С.;888496;автор
Вайткене Л.;1076048;автор
Оханьян Х.;301435;автор
Фрей Дж.;1096196;автор
Леонов Н.;743137;автор
Дмитриева В.;857579;сост
Успенский Э.;1013640;автор
Барышникова Т.;297618;автор
Стругацкий А.;1259418;автор
Кривчиков К.;1004788;автор
Делаэ Ж.;1053373;автор
Ликсо В.;951118;автор
Блинова М.;1244661;автор
Аллокко А.;1046518;автор
Бранд Д.;1018125;автор
Серова М.;1223646;автор
Хайлбронер Р.;925516;автор
Бернетт Ф.;243085;автор
Успенский Э.;752660;автор
Серова М.;1220636;автор
Фоконей Ж.;820436;автор
Жемерова А.;1247489;автор
Нефедова Е.;958489;автор
Москвина М.;1014843;автор
Мельниченко О.;1067711;автор
Кизима Г.;883366;автор
Картленд Б.;382021;автор
Самаров С.;1009470;автор
Звездная Е.;1204092;автор
Митич А.;922493;автор
Данилова А.;759114;автор
Верник В.;1231033;автор
Маринина А.;1184465;автор
Трофименко Т.;742954;автор
Воннегут К.;1026047;автор
Пеллегрини В.;333764;автор
Тамоников А.;1010342;автор
Рой О.;860225;автор
Кузнецов С.;1022034;автор
Сомов О.;1216416;автор
Маршак С.;924062;автор
Волченко Ю.;767724;ред
Дэр Т.;811571;автор
Гетше П.;999113;автор
Котова И.;943698;автор
Ремарк Э.;343617;автор
Зверев С.;1191191;автор
Парфенова И.;1055139;автор
Маус С.;460343;автор
Мусса М.;409064;автор
Картленд Б.;780147;автор
Урвуа Д.;1186165;автор
Мишаненкова Е.;534475;сост
Ланда С.;996343;автор
Арсеньева Е.;1175106;автор
Филоненко В.;819712;автор
Блэк Х.;929533;автор
Биндлосс Д.;1092752;автор
Дудник С.;692308;сост
Сэндс Л.;260152;автор
Квик А.;1255495;автор
Некрасов А.;1060555;автор
Черкасова Л.;1255967;автор
Гудкайнд Т.;945469;автор
Карева В.;894805;автор
Лисина А.;960706;автор
Тюрикова И.;341038;автор
Пивко А.;1201886;автор
Джакобия И.;342821;автор
Верн Ж.;1165615;автор
Аволедо Т.;1180775;автор
Пантер Р.;1181693;автор
Орт М.;1209895;автор
Бодлер Ш.;1094101;автор
Холлингсуорт М.;313120;автор
Драйер Э.;722648;автор
Дорская А.;1224019;автор
Грушевский М.;428993;автор
Барбер Б.;1187395;автор
ЛавутХуторянский Ю.;1193813;автор
Глушкова Н.;759935;ред
Яковлева Е.;868367;ред
Тернбулл С.;930721;автор
Крэйнор Дж.;1183800;автор
Байков В.;264384;автор
Данилова Е.;715140;автор
Иванов А.;1081973;автор
Лесовская С.;367449;автор
Верн Ж.;859673;автор
Гудкова А.;1239989;отв-ред
Зюрняева Т.;918547;автор
Заходер Б.;777497;автор
Жилинская А.;368186;ред
Гиббонс С.;874267;автор
Кукушкина И.;1059666;ред
Гласс Л.;1044447;автор
Александрова Н.;256946;автор
Бубновский С.;1059209;автор
Чеснова И.;962871;автор
Грасеффа Д.;1056892;автор
Широкорад А.;311391;автор
Кузнецова Н.;941265;автор
Норд В.;720205;автор
Демидова Э.;778298;автор
Никитенко И.;888500;автор
Двинина Л.;944789;худ
Володина Н.;988189;автор
Мордкович А.;921439;автор
ОГенри.;253061;автор
Кашин О.;820412;автор
Фрэнсис Д.;856466;автор
Харрис Т.;1205130;автор
Зарина Н.;731889;автор
Жилинская А.;1014238;ред
Козинкин О.;754688;автор
Обручев В.;1032262;отв-ред
Кошевар Д.;902837;автор
Маршак С.;745616;автор
Ланской Г.;728062;автор
Быстрицкая Э.;747424;автор
Саган Ф.;303019;автор
Пак М.;1253246;автор
Лайтман М.;772280;автор
Текшин А.;1204455;автор
Литвинова А.;364285;автор
Польяновская Е.;936363;автор
Клюев К.;428254;автор
Измайлова К.;1060269;автор
Иолтуховская Е.;1208886;автор
Фрэмптон М.;1067776;автор
Макьюэн И.;303020;автор
Егорова Я.;1094206;автор
Маринина А.;353974;автор
Мазлиш Э.;297947;автор
Матвеев С.;757969;автор
Буццати Д.;1073274;автор
Попов П.;999113;автор
Гавальда А.;1254606;автор
Ташмен М.;759392;автор
Могучий А.;360267;автор
Клюшник Л.;860355;автор
Честерфилд С.;1090821;автор
Распэ Р.;1188056;автор
Бахревский В.;830566;автор
Шиканян Т.;266185;автор
Спектор А.;880977;автор
Вертягина А.;852249;ред
Вайткене Л.;1075844;автор
Уитворт Л.;1256236;автор
Шекспир У.;1164882;автор
Хомич Е.;832517;автор
Земляной А.;1239352;автор
Ильичева С.;779106;ред
Клэр К.;1029727;автор
СуньЦзы.;988470;автор
Твигг С.;1176492;автор
Болушевский С.;823353;автор
.;934748;ред
Шустер Г.;1200226;автор
Мураками Х.;325521;автор
Троепольский Г.;329379;автор
Спагетти Л.;255694;автор
Джером К Дж.;1238798;автор
Левитина Н.;331349;автор
Шереметьев А.;261856;автор
Коломиец М.;1054383;автор
Соболь Е.;1039036;автор
Постников В.;1190089;автор
Успенский Э.;1058897;автор
Пинтосевич И.;399999;автор
Колесникова Е.;1167738;автор
Ленинград П.;1212317;автор
ЛопатинаНеволина Е.;466664;пер
Балашов И.;808879;автор
Сафонова Ю.;923557;автор
Распе Р.;860320;автор
Крижевская Е.;1061011;автор
Кестлер А.;347437;автор
Волченко Ю.;1236450;ред
Знаменская А.;1172358;автор
Беринг Дж.;853391;автор
Тамоников А.;791887;автор
Шутюк Н.;1079529;ред
Бальва О.;252610;автор
Виззини Н.;756447;автор
Овчинников В.;747025;автор
Яковлева Т.;1241955;автор
Драгунский В.;724775;автор
Оболенский И.;785152;автор
Мошковская Э.;1216073;автор
Снытко О.;789890;автор
Волков С.;1174377;автор
Кэрролл Л.;1065345;автор
Казаков И.;1005126;автор
Леонтьев А.;1062987;автор
Покусаева О.;744182;автор
Хомич Е.;832511;автор
Харников А.;1209937;автор
Иванова О.;1215590;автор
Гончар Е.;784582;автор
Матвеев С.;1212658;автор
Макнот Дж.;994817;автор
Коэльо П.;791789;автор
Черная Л.;1034316;автор
Перельман Я.;779623;автор
Найденская Н.;1017258;автор
Саган Ф.;1218503;автор
Серегин М.;383359;автор
Томах Я.;447007;автор
Баранов П.;995360;автор
Макьярола Л.;1077688;автор
Браун Д.;1028810;автор
Суббота И.;792552;автор
Жданов О.;1014869;автор
Перро Ш.;1059101;автор
Кириллов А.;1232021;ред
Успенский Э.;1058898;автор
Александров И.;749249;автор
Александрова Н.;837840;автор
Полянская А.;1086415;автор
Храмов В.;1004860;автор
Бутакова О.;1029528;автор
Мюссо Г.;847651;автор
Леонов Н.;826018;автор
Могучий А.;872962;автор
Михалков С.;1171684;автор
Дале Ш.;1089789;автор
Бисеров А.;1208454;автор
Рабле Ф.;943880;автор
Саломатина Е.;725655;ред
Абрамова О.;1091108;авт-сост
Малов В.;1166808;автор
Градов А.;377919;автор
Миллер Э.;305338;автор
Ульева Е.;764857;автор
Бельмондо Ж.;1019750;автор
Доманская Л.;997752;автор
Сервантес М.;941056;автор
Грановский А.;793050;автор
Торгалов А.;328092;автор
Керк С.;306588;автор
Скотт М.;970943;автор
Макдональд Й.;1052853;автор
Смилевска Л.;836501;ред
Стражински Дж.;1166618;автор
Носов Н.;1027380;автор
Слонимский Л.;1176745;автор
Фаулз Дж.;272502;автор
Андре К.;1021920;автор
Санаев П.;848344;автор
Данилова Е.;715142;автор
Веллер М.;322948;автор
Петрушевская Л.;1204602;автор
Мягков А.;690597;автор
Кашницкий С.;1233261;автор
Муравьев К.;1195469;автор
Мортон Э.;1083995;автор
Шагаков К.;772161;автор
Гераскина Л.;1199311;автор
Мелвилл Г.;854655;автор
Яковлева М.;266675;автор
Зверев С.;310723;автор
Колычев В.;809125;автор
Кизи К.;1234889;автор
Радзинский Э.;854236;автор
Бажов П.;1221351;автор
Ефиминюк М.;1242062;автор
Тамоников А.;1235247;автор
Разумовская О.;1042388;автор
Шилова Ю.;436977;автор
Аристофан.;1052827;автор
Таничева Е.;254118;автор
Чудова А.;950175;ред
Князев М.;490363;автор
Ардова А.;970728;автор
Волков Г.;272952;автор
Веденская Т.;856002;автор
Дюрренматт Ф.;1215575;автор
Каната К.;1255599;автор
Вайткене Л.;1022382;автор
Ромер А.;1029588;автор
Чимирис Ю.;999106;автор
Корецкий Д.;868554;автор
Кузина С.;890703;автор
Ханников А.;775844;автор
Саломатина Е.;882520;ред
Стивенсон Р.;1052843;автор
Дубасова А.;269664;автор
Татарский А.;463745;автор
Низами.;490351;автор
Позина И.;1092713;ред
Бронников А.;1203540;автор
Норбеков М.;933420;автор
Фурман Б.;371166;автор
Рейтер М.;1190837;автор
Харт К.;1188969;автор
Серова М.;850892;автор
Габо Л.;847921;автор
Шутюк Н.;1079526;ред
Верх Л.;903812;автор
Шалаева Г.;327241;автор
Нефедова Е.;933757;автор
Козленко А.;1243108;автор
Линдсей Д.;1208899;автор
Данилевский Н.;1191713;автор
Маккетто А.;1169265;автор
Волченко Ю.;694176;ред
Каганов Л.;706568;автор
Кинг С.;868236;автор
Зверев С.;723695;автор
Цах Б.;1071072;автор
Перфильева Е.;1018473;сост
Дабнер С.;895674;автор
Некрасов А.;436052;автор
Брусилов Д.;769972;автор
МартенЛюган А.;1017574;автор
Ричмонд Т.;1055098;автор
Рекер К.;1234388;автор
Абдуллаев Ч.;968212;автор
Давлатов С.;1189624;автор
Князева А.;831074;автор
Дмитриева В.;981953;автор
Мельникова О.;1079491;автор
Леонов Н.;782943;автор
Бахарева Н.;947687;автор
Ауэл Дж.;340679;автор
Дженсен Л.;1208707;автор
Корецкий Д.;937508;автор
Бродер Э.;292597;автор
Вайн С.;969338;автор
Коровина Т.;1220934;сост
Лазарева Е.;1053214;автор
Ванлир Д.;1216644;автор
Ермолаева В.;1172692;ред
Коптева А.;383857;автор
Яковлева Ю.;1249452;автор
Узорова О.;1171010;автор
Володина Н.;988188;автор
Фромм Э.;904235;автор
Арсеньева Е.;1076458;автор
Корецкий Д.;935153;автор
Серова М.;444656;автор
Орловский Г.;734990;автор
Несс П.;1175159;автор
Александрова Т.;1229910;автор
Саломатина Е.;970558;ред
Абдуллаев Ч.;1220871;автор
Доусон Л.;1165606;автор
Вуйчич Н.;1216689;автор
Парнякова М.;1205432;ред
Уайльд О.;841709;автор
Гребенщиков А.;950559;автор
Городницкий А.;950673;автор
Гарсиа Маркес Г.;340784;автор
Вебб Х.;1067493;автор
Чекалов Д.;310394;автор
Робатень Л.;1206442;ред
Харрис Дж.;1248345;автор
Уиндем Д.;1184262;автор
Нортон Э.;1060687;автор
Рай А.;1244752;автор
Болдова М.;1184766;автор
Грин С.;1248417;автор
Дмитриева В.;791857;автор
Вайткене Л.;1079569;автор
Кривич М.;444723;автор
Ковалев А.;959298;автор
Грейсон Д.;931512;автор
Науменко Г.;1055313;автор
Денисова М.;1238218;худ
Подшибякин А.;1225612;автор
Каст Ф.;1172028;автор
Пронин А.;347064;автор
.;915703;илл
Салинас С.;730564;автор
Zотов.;1170982;автор
Иликаев А.;1233417;автор
Мах М.;936081;автор
Тарасов Л.;825282;автор
Ньюман Д.;1193790;автор
Косолапова М.;961589;отв-ред
Джоансен А.;855798;автор
Акутагава Р.;1095376;автор
Булатов М.;887279;автор
Лазарева Ю.;1051877;ред
Агеев А.;1176305;автор
Симмонс Д.;966727;автор
Глотова М.;1166527;худ
Колычев В.;371844;автор
Чайка Л.;986571;автор
Волковский Ню.;981681;автор
Тамоников А.;1204430;автор
Чуковский К.;682827;автор
Дарвин Ч.;1068079;автор
Фексеус Х.;820817;автор
Сакрытина М.;1094383;автор
Омурзаков Б.;722614;автор
Даркова Ю.;334510;автор
Кинг С.;248546;автор
Волченко Ю.;819002;ред
Калинина Д.;821015;автор
Ортон К.;872621;автор
Эндерс М.;993704;автор
Нефедова Е.;837687;автор
Нефедова Е.;1044855;автор
Мерников А.;779622;автор
Якушевская В.;1213980;автор
Сафон К.;341612;автор
Вогл К.;1078015;автор
Успенский Э.;436594;автор
Броуди Ф.;1054197;автор
Григорьева Ю.;324253;автор
Калашников Д.;389644;автор
Луганцева Т.;891360;автор
Мартиросова М.;1202957;автор
Александрова Н.;1081596;автор
Полякова Т.;1002036;автор
Никитенко И.;937751;автор
Братушева А.;405200;ред
Талалаева Е.;1013378;ред
Вассерман А.;932729;автор
Глотова В.;1014417;худ
Соул Ч.;1238806;автор
Смилевска Л.;1067258;ред
Устинова Т.;1253784;автор
Колина Е.;767792;автор
Гете И.;707088;автор
Лукин Е.;870580;автор
Брэдбери Р.;974583;автор
Паттисон Си.;1250643;автор
Стивенсон Н.;257947;автор
Зан Т.;1009544;автор
Абрикосова И.;1035845;автор
Чизмар Р.;1020448;автор
Данте А.;1095404;автор
Миронов В.;1250663;автор
Ермолин А.;745140;автор
Евтушенко Е.;828327;автор
Тамоников А.;842202;автор
Уолльямс Д.;1073550;автор
Маршак С.;1235400;автор
Захарийченко Л.;1200549;автор
Полярный А.;1024011;автор
ГармашРоффе Т.;1191571;автор
Узорова О.;1243363;автор
Абдуллаев Ч.;1175405;автор
Саакян А.;1172700;автор
Дубенюк Н.;711839;ред
Джонс Ж.;893702;автор
Тихонов Е.;902525;автор
Калинина Д.;1096197;автор
Донцова Д.;1077038;автор
Риордан Р.;1042682;автор
Кондрашова Л.;466662;ред
Акунин Б.;1052869;автор
Томас С.;967189;автор
Емец Д.;887823;автор
Астахова Л.;342939;автор
Михалкова Е.;1002004;автор
Либерман Д.;348069;автор
Черных В.;1082666;автор
Тинтори К.;437161;автор
Захарова Т.;962034;отв
Агзамов Р.;1238257;автор
Котовская И.;789613;сост
Моммзен Т.;1252424;автор
Медведевич К.;1169042;автор
Державина В.;970825;автор
Крейс Р.;352077;автор
Элсон Л.;849952;автор
Полонский В.;1202839;автор
Васильев Б.;871644;автор
Ключевский В.;914600;автор
Гусейнова О.;1164849;автор
Михалков С.;1194910;автор
Андреева Н.;1066497;автор
Парк Т.;466758;автор
Карпенко Л.;263125;худ
Соболева Л.;1211598;автор
Бэнкс И.;428484;автор
Захаров М.;393101;автор
Дмитриева В.;255867;автор
Щерба Н.;876140;автор
Бабкин Б.;300898;автор
Хаит В.;826474;сост
Волцит П.;1052894;автор
Фоер Дж.;453755;автор
Косолаапова М.;1251412;ред
Лампкин С.;725714;автор
Самаров С.;1095416;автор
Колочкова В.;1070570;автор
Круз А.;1063013;автор
Кузнецов С.;1007332;автор
Охлобыстин И.;1198811;автор
